Time,StepCount,cgShipMotion.ned.north [57 real output],cgShipMotion.ned.east [58 real output],cgShipMotion.ned.down [59 real output],cgShipMotion.angularDisplacement.yaw [73 real output],cgShipMotion.angularDisplacement.pitch [70 real output],cgShipMotion.angularDisplacement.roll [67 real output]
379.15,7583,229.753,-183.034,-1.02469,247.957,0.0160358,-0.143292
379.25,7585,229.625,-183.368,-1.02469,247.922,0.0159635,-0.15089
379.35,7587,229.497,-183.701,-1.0247,247.888,0.0159004,-0.156923
379.45,7589,229.369,-184.035,-1.0247,247.854,0.0158472,-0.161305
379.55,7591,229.24,-184.368,-1.02471,247.82,0.0158045,-0.16398
379.65,7593,229.112,-184.702,-1.02471,247.786,0.0157714,-0.164951
379.75,7595,228.983,-185.035,-1.02471,247.752,0.0157497,-0.164139
379.85,7597,228.854,-185.369,-1.02471,247.719,0.0157376,-0.161616
379.95,7599,228.725,-185.702,-1.02471,247.685,0.015736,-0.157364
380.05,7601,228.596,-186.036,-1.02471,247.652,0.0157441,-0.151447
380.15,7603,228.467,-186.369,-1.0247,247.619,0.0157615,-0.143917
380.25,7605,228.337,-186.703,-1.02469,247.586,0.0157871,-0.13488
380.35,7607,228.208,-187.037,-1.02469,247.553,0.0158213,-0.124379
380.45,7609,228.078,-187.37,-1.02467,247.51,0.0155702,-0.119451
380.55,7611,227.95,-187.703,-1.02461,247.427,0.0141607,-0.140248
380.65,7613,227.822,-188.036,-1.02451,247.309,0.0116047,-0.185165
380.75,7615,227.696,-188.368,-1.02437,247.163,0.00792875,-0.252719
380.85,7617,227.57,-188.699,-1.02419,246.992,0.00317752,-0.341517
380.95,7619,227.445,-189.03,-1.02399,246.804,-0.00258524,-0.450084
381.05,7621,227.32,-189.36,-1.02377,246.6,-0.0092769,-0.576753
381.15,7623,227.196,-189.689,-1.02353,246.386,-0.0167973,-0.719601
381.25,7625,227.072,-190.018,-1.0233,246.161,-0.0250311,-0.876428
381.35,7627,226.949,-190.346,-1.02307,245.929,-0.0338509,-1.04476
381.45,7629,226.826,-190.673,-1.02287,245.69,-0.0431203,-1.2219
381.55,7631,226.702,-190.999,-1.0227,245.443,-0.0526981,-1.40496
381.65,7633,226.579,-191.325,-1.02258,245.19,-0.0624407,-1.59092
381.75,7635,226.455,-191.649,-1.0225,244.928,-0.0722057,-1.77671
381.85,7637,226.331,-191.972,-1.02249,244.659,-0.0818539,-1.95929
381.95,7639,226.207,-192.294,-1.02255,244.382,-0.091251,-2.13564
382.05,7641,226.082,-192.616,-1.02267,244.095,-0.100269,-2.3029
382.15,7643,225.957,-192.936,-1.02286,243.801,-0.108788,-2.45834
382.25,7645,225.832,-193.255,-1.02313,243.497,-0.116696,-2.59945
382.35,7647,225.706,-193.572,-1.02346,243.185,-0.123891,-2.72393
382.45,7649,225.579,-193.889,-1.02385,242.864,-0.13028,-2.82974
382.55,7651,225.451,-194.204,-1.0243,242.535,-0.135777,-2.91507
382.65,7653,225.323,-194.519,-1.02479,242.198,-0.140304,-2.97845
382.75,7655,225.195,-194.832,-1.02531,241.854,-0.143792,-3.01864
382.85,7657,225.065,-195.143,-1.02585,241.502,-0.146179,-3.03474
382.95,7659,224.935,-195.454,-1.02639,241.143,-0.147414,-3.02611
383.05,7661,224.804,-195.763,-1.02692,240.778,-0.147452,-2.99245
383.15,7663,224.673,-196.071,-1.02743,240.406,-0.146262,-2.93372
383.25,7665,224.541,-196.378,-1.0279,240.028,-0.143819,-2.85017
383.35,7667,224.407,-196.684,-1.02831,239.645,-0.140109,-2.74231
383.45,7669,224.273,-196.988,-1.02864,239.256,-0.135129,-2.61095
383.55,7671,224.139,-197.291,-1.0289,238.862,-0.128889,-2.45714
383.65,7673,224.003,-197.592,-1.02905,238.463,-0.121413,-2.28215
383.75,7675,223.867,-197.892,-1.0291,238.059,-0.112737,-2.08753
383.85,7677,223.729,-198.191,-1.02903,237.65,-0.102911,-1.87499
383.95,7679,223.591,-198.488,-1.02884,237.237,-0.0919991,-1.64647
384.05,7681,223.452,-198.784,-1.02851,236.82,-0.0800827,-1.40404
384.15,7683,223.312,-199.079,-1.02806,236.399,-0.0672555,-1.14995
384.25,7685,223.171,-199.372,-1.02748,235.974,-0.0536257,-0.886534
384.35,7687,223.029,-199.664,-1.02678,235.545,-0.0393145,-0.616242
384.45,7689,222.886,-199.954,-1.02595,235.114,-0.0244553,-0.341574
384.55,7691,222.742,-200.243,-1.02501,234.678,-0.00919224,-0.0650664
384.65,7693,222.597,-200.53,-1.02397,234.24,0.0063214,0.210738
384.75,7695,222.45,-200.816,-1.02283,233.799,0.0219249,0.483318
384.85,7697,222.303,-201.1,-1.02162,233.356,0.037452,0.750201
384.95,7699,222.155,-201.383,-1.02035,232.91,0.0527334,1.00899
385.05,7701,222.005,-201.664,-1.01904,232.462,0.0675986,1.25738
385.15,7703,221.855,-201.944,-1.0177,232.013,0.0818784,1.49321
385.25,7705,221.703,-202.221,-1.01635,231.561,0.0954078,1.71445
385.35,7707,221.55,-202.498,-1.01502,231.108,0.108027,1.91923
385.45,7709,221.396,-202.772,-1.01372,230.654,0.119587,2.10588
385.55,7711,221.241,-203.045,-1.01246,230.199,0.129947,2.27292
385.65,7713,221.084,-203.316,-1.01128,229.743,0.138981,2.41907
385.75,7715,220.927,-203.586,-1.01019,229.286,0.146578,2.5433
385.85,7717,220.768,-203.854,-1.0092,228.83,0.152643,2.64478
385.95,7719,220.608,-204.12,-1.00833,228.372,0.157099,2.72294
386.05,7721,220.447,-204.384,-1.00759,227.915,0.159891,2.77743
386.15,7723,220.285,-204.647,-1.007,227.458,0.160981,2.80815
386.25,7725,220.121,-204.907,-1.00656,227.002,0.160356,2.81523
386.35,7727,219.957,-205.166,-1.00629,226.545,0.158022,2.79904
386.45,7729,219.791,-205.423,-1.00618,226.09,0.154006,2.76016
386.55,7731,219.624,-205.678,-1.00625,225.636,0.148359,2.69939
386.65,7733,219.456,-205.932,-1.00648,225.182,0.141149,2.61775
386.75,7735,219.287,-206.183,-1.00689,224.73,0.132465,2.51643
386.85,7737,219.116,-206.433,-1.00746,224.278,0.122416,2.3968
386.95,7739,218.945,-206.681,-1.0082,223.829,0.111123,2.2604
387.05,7741,218.772,-206.927,-1.00908,223.38,0.0987258,2.10891
387.15,7743,218.598,-207.171,-1.01011,222.934,0.0853746,1.94412
387.25,7745,218.423,-207.413,-1.01127,222.489,0.0712307,1.76794
387.35,7747,218.247,-207.653,-1.01254,222.045,0.0564634,1.58235
387.45,7749,218.07,-207.892,-1.01392,221.603,0.0412477,1.3894
387.55,7751,217.892,-208.129,-1.01538,221.163,0.0257619,1.19118
387.65,7753,217.713,-208.363,-1.01692,220.725,0.010185,0.989799
387.75,7755,217.533,-208.596,-1.0185,220.289,-0.00530564,0.787356
387.85,7757,217.352,-208.827,-1.02011,219.854,-0.0205367,0.58594
387.95,7759,217.17,-209.056,-1.02174,219.421,-0.0353409,0.387591
388.05,7761,216.987,-209.284,-1.02337,218.99,-0.0495592,0.194289
388.15,7763,216.803,-209.509,-1.02497,218.561,-0.0630429,0.00792916
388.25,7765,216.618,-209.733,-1.02653,218.133,-0.0756547,-0.169689
388.35,7767,216.433,-209.955,-1.02803,217.706,-0.0872707,-0.336881
388.45,7769,216.246,-210.175,-1.02946,217.281,-0.0977814,-0.492096
388.55,7771,216.058,-210.393,-1.0308,216.858,-0.107092,-0.633924
388.65,7773,215.87,-210.61,-1.03203,216.435,-0.115126,-0.761113
388.75,7775,215.681,-210.825,-1.03315,216.014,-0.121819,-0.872575
388.85,7777,215.491,-211.038,-1.03414,215.595,-0.127128,-0.967397
388.95,7779,215.3,-211.249,-1.03499,215.176,-0.131024,-1.04484
389.05,7781,215.108,-211.458,-1.03569,214.758,-0.133496,-1.10437
389.15,7783,214.916,-211.666,-1.03625,214.341,-0.134546,-1.14562
389.25,7785,214.723,-211.872,-1.03665,213.924,-0.134195,-1.16843
389.35,7787,214.529,-212.076,-1.03688,213.509,-0.132475,-1.17283
389.45,7789,214.334,-212.279,-1.03696,213.094,-0.129436,-1.15902
389.55,7791,214.139,-212.48,-1.03688,212.679,-0.125135,-1.12741
389.65,7793,213.943,-212.679,-1.03665,212.265,-0.119646,-1.07857
389.75,7795,213.746,-212.876,-1.03626,211.852,-0.113049,-1.01324
389.85,7797,213.548,-213.072,-1.03572,211.438,-0.105435,-0.932321
389.95,7799,213.35,-213.266,-1.03505,211.025,-0.0969046,-0.836871
390.05,7801,213.151,-213.459,-1.03424,210.612,-0.0875616,-0.728073
390.15,7803,212.952,-213.65,-1.03332,210.199,-0.0775171,-0.607236
390.25,7805,212.752,-213.839,-1.03229,209.786,-0.0668861,-0.475775
390.35,7807,212.551,-214.026,-1.03116,209.374,-0.0557864,-0.335199
390.45,7809,212.349,-214.212,-1.02996,208.961,-0.0443374,-0.187088
390.55,7811,212.147,-214.396,-1.02868,208.548,-0.0326593,-0.0330804
390.65,7813,211.944,-214.579,-1.02735,208.135,-0.0208715,0.125145
390.75,7815,211.741,-214.759,-1.02598,207.723,-0.00909199,0.285887
390.85,7817,211.537,-214.938,-1.02459,207.31,0.00256379,0.447442
390.95,7819,211.333,-215.116,-1.02319,206.897,0.013984,0.608119
391.05,7821,211.128,-215.292,-1.0218,206.484,0.0250612,0.76626
391.15,7823,210.922,-215.466,-1.02043,206.071,0.0356932,0.920251
391.25,7825,210.716,-215.638,-1.0191,205.658,0.0457837,1.06854
391.35,7827,210.509,-215.809,-1.01783,205.245,0.0552434,1.20967
391.45,7829,210.301,-215.978,-1.01662,204.833,0.0639902,1.34226
391.55,7831,210.094,-216.146,-1.01548,204.42,0.0719501,1.46503
391.65,7833,209.885,-216.311,-1.01444,204.008,0.0790574,1.57684
391.75,7835,209.676,-216.475,-1.0135,203.595,0.0852557,1.67666
391.85,7837,209.467,-216.638,-1.01267,203.183,0.0904979,1.76361
391.95,7839,209.257,-216.798,-1.01196,202.771,0.0947577,1.8371
392.05,7841,209.046,-216.957,-1.01137,202.361,0.0980296,1.89686
392.15,7843,208.835,-217.115,-1.01092,201.952,0.100326,1.94288
392.25,7845,208.623,-217.27,-1.0106,201.546,0.101671,1.97528
392.35,7847,208.411,-217.424,-1.01043,201.143,0.102095,1.99425
392.45,7849,208.198,-217.576,-1.0104,200.743,0.101639,2.0002
392.55,7851,207.984,-217.727,-1.0105,200.346,0.100351,1.99357
392.65,7853,207.77,-217.875,-1.01075,199.954,0.0982827,1.97492
392.75,7855,207.555,-218.023,-1.01113,199.565,0.0954954,1.94495
392.85,7857,207.34,-218.168,-1.01164,199.181,0.0920521,1.90442
392.95,7859,207.123,-218.312,-1.01226,198.801,0.0880213,1.85415
393.05,7861,206.906,-218.454,-1.013,198.425,0.0834744,1.79506
393.15,7863,206.689,-218.594,-1.01383,198.054,0.0784868,1.72812
393.25,7865,206.47,-218.733,-1.01476,197.688,0.0731365,1.65434
393.35,7867,206.251,-218.87,-1.01575,197.326,0.0675013,1.57477
393.45,7869,206.031,-219.005,-1.01681,196.969,0.061659,1.49043
393.55,7871,205.811,-219.139,-1.01792,196.616,0.0556894,1.40244
393.65,7873,205.589,-219.272,-1.01906,196.269,0.04967,1.31188
393.75,7875,205.367,-219.403,-1.02022,195.927,0.0436739,1.21983
393.85,7877,205.144,-219.532,-1.02138,195.59,0.0377701,1.12741
393.95,7879,204.921,-219.66,-1.02253,195.258,0.0320242,1.03565
394.05,7881,204.697,-219.786,-1.02366,194.932,0.0265009,0.945618
394.15,7883,204.472,-219.911,-1.02475,194.611,0.021259,0.858298
394.25,7885,204.246,-220.034,-1.0258,194.296,0.0163516,0.774652
394.35,7887,204.019,-220.156,-1.02678,193.987,0.0118244,0.695607
394.45,7889,203.792,-220.276,-1.0277,193.683,0.00771791,0.622015
394.55,7891,203.564,-220.395,-1.02853,193.385,0.00406774,0.55468
394.65,7893,203.336,-220.513,-1.02928,193.093,0.0009035,0.49431
394.75,7895,203.106,-220.629,-1.02993,192.808,-0.00175153,0.441519
394.85,7897,202.876,-220.744,-1.03049,192.528,-0.00388051,0.396833
394.95,7899,202.645,-220.857,-1.03094,192.254,-0.0054729,0.3607
395.05,7901,202.414,-220.969,-1.03129,191.986,-0.00652525,0.333439
395.15,7903,202.182,-221.08,-1.03154,191.724,-0.00703967,0.315348
395.25,7905,201.949,-221.19,-1.03168,191.469,-0.00702618,0.306532
395.35,7907,201.715,-221.298,-1.03172,191.219,-0.00650082,0.307032
395.45,7909,201.481,-221.405,-1.03166,190.976,-0.00548614,0.316776
395.55,7911,201.246,-221.51,-1.03151,190.738,-0.00400994,0.335629
395.65,7913,201.01,-221.615,-1.03127,190.507,-0.0021061,0.363321
395.75,7915,200.773,-221.718,-1.03094,190.282,0.000187071,0.39952
395.85,7917,200.536,-221.82,-1.03054,190.063,0.00282657,0.443789
395.95,7919,200.298,-221.921,-1.03006,189.85,0.00576565,0.495601
396.05,7921,200.06,-222.02,-1.02953,189.643,0.00895495,0.554388
396.15,7923,199.821,-222.119,-1.02895,189.442,0.0123423,0.619457
396.25,7925,199.581,-222.216,-1.02832,189.248,0.0158746,0.690124
396.35,7927,199.34,-222.312,-1.02766,189.059,0.019498,0.76561
396.45,7929,199.099,-222.407,-1.02698,188.877,0.0231583,0.845069
396.55,7931,198.857,-222.501,-1.02628,188.701,0.0268029,0.927703
396.65,7933,198.615,-222.594,-1.02557,188.53,0.0303805,1.01261
396.75,7935,198.372,-222.686,-1.02487,188.366,0.033842,1.09888
396.85,7937,198.128,-222.777,-1.02417,188.208,0.0371417,1.18566
396.95,7939,197.883,-222.866,-1.0235,188.057,0.0402375,1.27203
397.05,7941,197.638,-222.955,-1.02285,187.911,0.0430913,1.3571
397.15,7943,197.393,-223.043,-1.02224,187.772,0.0456699,1.44005
397.25,7945,197.146,-223.129,-1.02167,187.638,0.0479448,1.52003
397.35,7947,196.899,-223.215,-1.02114,187.511,0.0498932,1.59624
397.45,7949,196.651,-223.3,-1.02066,187.39,0.0514974,1.66796
397.55,7951,196.403,-223.384,-1.02024,187.275,0.0527455,1.73447
397.65,7953,196.154,-223.467,-1.01987,187.167,0.0536313,1.79514
397.75,7955,195.905,-223.549,-1.01957,187.064,0.0541539,1.8494
397.85,7957,195.655,-223.63,-1.01933,186.968,0.0543182,1.89671
397.95,7959,195.404,-223.71,-1.01915,186.878,0.0541337,1.9367
398.05,7961,195.153,-223.789,-1.01904,186.794,0.0536151,1.96897
398.15,7963,194.901,-223.868,-1.019,186.716,0.0527815,1.99327
398.25,7965,194.648,-223.945,-1.01902,186.644,0.0516559,2.0094
398.35,7967,194.395,-224.022,-1.0191,186.578,0.0502647,2.01727
398.45,7969,194.141,-224.098,-1.01924,186.519,0.0486373,2.01686
398.55,7971,193.887,-224.173,-1.01944,186.466,0.0468056,2.00824
398.65,7973,193.632,-224.248,-1.0197,186.419,0.0448037,1.99151
398.75,7975,193.377,-224.322,-1.02,186.378,0.0426661,1.96692
398.85,7977,193.121,-224.395,-1.02036,186.343,0.0404286,1.93473
398.95,7979,192.864,-224.467,-1.02075,186.314,0.0381266,1.89533
399.05,7981,192.607,-224.539,-1.02118,186.291,0.0357951,1.84915
399.15,7983,192.35,-224.61,-1.02165,186.274,0.0334676,1.79671
399.25,7985,192.092,-224.68,-1.02214,186.263,0.0311765,1.73855
399.35,7987,191.833,-224.75,-1.02265,186.258,0.0289521,1.67527
399.45,7989,191.574,-224.819,-1.02318,186.258,0.0268215,1.60755
399.55,7991,191.314,-224.887,-1.02372,186.265,0.0248096,1.53602
399.65,7993,191.054,-224.955,-1.02427,186.278,0.0229381,1.46135
399.75,7995,190.793,-225.022,-1.02481,186.296,0.0212255,1.38416
399.85,7997,190.532,-225.089,-1.02534,186.321,0.0196872,1.30508
399.95,7999,190.27,-225.155,-1.02587,186.35,0.0183349,1.22477
400.05,8001,190.008,-225.221,-1.02638,186.386,0.0171765,1.14387
400.15,8003,189.745,-225.287,-1.02686,186.426,0.0162156,1.06308
400.25,8005,189.482,-225.352,-1.02733,186.473,0.015453,0.983026
400.35,8007,189.218,-225.416,-1.02776,186.524,0.0148856,0.90438
400.45,8009,188.954,-225.481,-1.02816,186.581,0.0145073,0.827754
400.55,8011,188.689,-225.545,-1.02853,186.642,0.0143082,0.753795
400.65,8013,188.424,-225.608,-1.02886,186.709,0.0142762,0.683079
400.75,8015,188.158,-225.672,-1.02915,186.781,0.0143967,0.616159
400.85,8017,187.892,-225.735,-1.0294,186.858,0.0146524,0.553583
400.95,8019,187.626,-225.798,-1.02961,186.939,0.015026,0.495748
401.05,8021,187.359,-225.86,-1.02978,187.025,0.0154973,0.443104
401.15,8023,187.092,-225.923,-1.0299,187.116,0.016046,0.395979
401.25,8025,186.824,-225.985,-1.02998,187.212,0.0166503,0.354721
401.35,8027,186.556,-226.047,-1.03002,187.312,0.01729,0.319492
401.45,8029,186.287,-226.109,-1.03002,187.417,0.0179438,0.290492
401.55,8031,186.018,-226.171,-1.02998,187.526,0.0185913,0.267818
401.65,8033,185.749,-226.232,-1.02991,187.64,0.0192136,0.251492
401.75,8035,185.479,-226.294,-1.0298,187.757,0.0197925,0.241478
401.85,8037,185.209,-226.356,-1.02966,187.879,0.0203115,0.237679
401.95,8039,184.939,-226.417,-1.02949,188.004,0.0207563,0.239912
402.05,8041,184.668,-226.479,-1.02929,188.134,0.021114,0.247963
402.15,8043,184.397,-226.54,-1.02907,188.267,0.0213745,0.261527
402.25,8045,184.125,-226.602,-1.02884,188.405,0.0215296,0.280258
402.35,8047,183.853,-226.664,-1.02859,188.545,0.0215737,0.303757
402.45,8049,183.581,-226.725,-1.02833,188.69,0.0215041,0.331557
402.55,8051,183.308,-226.787,-1.02806,188.837,0.021319,0.36321
402.65,8053,183.035,-226.849,-1.02778,188.988,0.0210207,0.398169
402.75,8055,182.762,-226.911,-1.02751,189.143,0.0206125,0.435902
402.85,8057,182.488,-226.973,-1.02723,189.3,0.0201011,0.475806
402.95,8059,182.214,-227.035,-1.02697,189.461,0.0194952,0.517268
403.05,8061,181.94,-227.098,-1.02671,189.625,0.018804,0.559717
403.15,8063,181.665,-227.161,-1.02647,189.792,0.0180406,0.602495
403.25,8065,181.39,-227.223,-1.02623,189.961,0.0172175,0.645016
403.35,8067,181.115,-227.287,-1.02602,190.134,0.0163503,0.686646
403.45,8069,180.839,-227.35,-1.02582,190.309,0.0154529,0.72686
403.55,8071,180.564,-227.414,-1.02565,190.487,0.0145432,0.765022
403.65,8073,180.288,-227.478,-1.0255,190.667,0.0136378,0.800598
403.75,8075,180.011,-227.542,-1.02536,190.85,0.0127536,0.833081
403.85,8077,179.735,-227.606,-1.02526,191.036,0.0119068,0.862024
403.95,8079,179.458,-227.671,-1.02517,191.223,0.0111142,0.886976
404.05,8081,179.181,-227.736,-1.02511,191.414,0.0103914,0.907565
404.15,8083,178.903,-227.802,-1.02507,191.606,0.00975326,0.923453
404.25,8085,178.626,-227.868,-1.02505,191.801,0.00921396,0.93435
404.35,8087,178.348,-227.934,-1.02506,191.997,0.00878661,0.940013
404.45,8089,178.07,-228.001,-1.02508,192.196,0.00848231,0.940275
404.55,8091,177.792,-228.068,-1.02512,192.397,0.00831025,0.935036
404.65,8093,177.514,-228.136,-1.02518,192.6,0.00827796,0.92425
404.75,8095,177.235,-228.204,-1.02525,192.805,0.00839245,0.907889
404.85,8097,176.956,-228.272,-1.02533,193.012,0.00865733,0.886029
404.95,8099,176.677,-228.341,-1.02543,193.221,0.0090741,0.858808
405.05,8101,176.398,-228.411,-1.02553,193.431,0.00964297,0.826394
405.15,8103,176.118,-228.481,-1.02564,193.643,0.0103617,0.789022
405.25,8105,175.839,-228.551,-1.02574,193.857,0.0112266,0.746962
405.35,8107,175.559,-228.622,-1.02585,194.072,0.0122309,0.700562
405.45,8109,175.279,-228.694,-1.02596,194.289,0.0133671,0.650183
405.55,8111,174.999,-228.766,-1.02606,194.508,0.0146246,0.596264
405.65,8113,174.719,-228.838,-1.02616,194.728,0.0159924,0.53924
405.75,8115,174.439,-228.912,-1.02625,194.949,0.0174582,0.479568
405.85,8117,174.158,-228.986,-1.02633,195.172,0.0190067,0.417785
405.95,8119,173.878,-229.06,-1.0264,195.396,0.0206237,0.354371
406.05,8121,173.597,-229.135,-1.02646,195.621,0.0222926,0.289874
406.15,8123,173.316,-229.211,-1.0265,195.848,0.0239958,0.224841
406.25,8125,173.035,-229.287,-1.02653,196.075,0.0257163,0.159788
406.35,8127,172.754,-229.364,-1.02655,196.304,0.0274372,0.0952133
406.45,8129,172.473,-229.442,-1.02655,196.533,0.0291408,0.0316257
406.55,8131,172.192,-229.52,-1.02654,196.764,0.0308109,-0.0305195
406.65,8133,171.91,-229.599,-1.02651,196.995,0.0324299,-0.090725
406.75,8135,171.629,-229.679,-1.02647,197.226,0.0339833,-0.148606
406.85,8137,171.348,-229.759,-1.02642,197.459,0.0354544,-0.203708
406.95,8139,171.066,-229.841,-1.02635,197.691,0.0368291,-0.255668
407.05,8141,170.784,-229.923,-1.02628,197.924,0.0380956,-0.304188
407.15,8143,170.503,-230.005,-1.02619,198.158,0.0392411,-0.348941
407.25,8145,170.221,-230.089,-1.0261,198.392,0.0402551,-0.389663
407.35,8147,169.939,-230.173,-1.026,198.625,0.041129,-0.426155
407.45,8149,169.658,-230.258,-1.02589,198.859,0.0418551,-0.458235
407.55,8151,169.376,-230.344,-1.02578,199.093,0.0424271,-0.485747
407.65,8153,169.094,-230.431,-1.02567,199.327,0.0428425,-0.508665
407.75,8155,168.812,-230.518,-1.02556,199.561,0.0430989,-0.52693
407.85,8157,168.53,-230.606,-1.02546,199.794,0.0431966,-0.540573
407.95,8159,168.248,-230.696,-1.02535,200.027,0.0431365,-0.549625
408.05,8161,167.966,-230.786,-1.02525,200.26,0.0429226,-0.554204
408.15,8163,167.685,-230.876,-1.02516,200.492,0.0425598,-0.554447
408.25,8165,167.403,-230.968,-1.02507,200.724,0.0420561,-0.550567
408.35,8167,167.121,-231.061,-1.02499,200.956,0.0414187,-0.542749
408.45,8169,166.839,-231.154,-1.02492,201.186,0.0406586,-0.531284
408.55,8171,166.557,-231.248,-1.02486,201.416,0.0397875,-0.516477
408.65,8173,166.275,-231.344,-1.02481,201.646,0.0388167,-0.498608
408.75,8175,165.994,-231.44,-1.02477,201.874,0.0377604,-0.478046
408.85,8177,165.712,-231.537,-1.02474,202.102,0.0366338,-0.455188
408.95,8179,165.43,-231.634,-1.02473,202.328,0.0354518,-0.430411
409.05,8181,165.149,-231.733,-1.02472,202.554,0.0342292,-0.404093
409.15,8183,164.867,-231.833,-1.02473,202.779,0.0329816,-0.376644
409.25,8185,164.586,-231.933,-1.02474,203.003,0.0317255,-0.348498
409.35,8187,164.304,-232.035,-1.02476,203.225,0.0304765,-0.320063
409.45,8189,164.023,-232.137,-1.02479,203.447,0.0292498,-0.291751
409.55,8191,163.742,-232.241,-1.02483,203.667,0.0280599,-0.263952
409.65,8193,163.46,-232.345,-1.02488,203.886,0.0269211,-0.237061
409.75,8195,163.179,-232.45,-1.02493,204.104,0.0258474,-0.211477
409.85,8197,162.898,-232.556,-1.02499,204.321,0.024849,-0.18749
409.95,8199,162.617,-232.663,-1.02504,204.537,0.0239385,-0.165485
410.05,8201,162.336,-232.771,-1.0251,204.751,0.0231246,-0.145722
410.15,8203,162.055,-232.88,-1.02516,204.964,0.0224174,-0.128536
410.25,8205,161.775,-232.99,-1.02522,205.176,0.0218227,-0.114123
410.35,8207,161.494,-233.1,-1.02528,205.386,0.0213463,-0.102709
410.45,8209,161.213,-233.212,-1.02533,205.595,0.0209921,-0.0944729
410.55,8211,160.933,-233.324,-1.02538,205.803,0.020761,-0.08953
410.65,8213,160.653,-233.438,-1.02543,206.009,0.0206533,-0.087966
410.75,8215,160.372,-233.552,-1.02547,206.215,0.0206679,-0.0898746
410.85,8217,160.092,-233.668,-1.0255,206.418,0.0208019,-0.0952703
410.95,8219,159.812,-233.784,-1.02552,206.62,0.0210516,-0.10416
411.05,8221,159.532,-233.901,-1.02553,206.821,0.0214115,-0.116476
411.15,8223,159.253,-234.019,-1.02554,207.021,0.0218748,-0.132093
411.25,8225,158.973,-234.138,-1.02553,207.219,0.0224337,-0.150917
411.35,8227,158.693,-234.258,-1.02551,207.415,0.0230791,-0.172824
411.45,8229,158.414,-234.379,-1.02549,207.611,0.023801,-0.197568
411.55,8231,158.135,-234.501,-1.02546,207.804,0.0245887,-0.224962
411.65,8233,157.856,-234.624,-1.02541,207.996,0.0254311,-0.254767
411.75,8235,157.577,-234.747,-1.02536,208.187,0.0263168,-0.286704
411.85,8237,157.298,-234.872,-1.0253,208.376,0.0272342,-0.320468
411.95,8239,157.019,-234.997,-1.02523,208.564,0.0281716,-0.355775
412.05,8241,156.741,-235.124,-1.02515,208.75,0.0291177,-0.392286
412.15,8243,156.462,-235.251,-1.02506,208.935,0.0300611,-0.42967
412.25,8245,156.184,-235.379,-1.02497,209.118,0.0309909,-0.467604
412.35,8247,155.906,-235.509,-1.02488,209.299,0.0318965,-0.505726
412.45,8249,155.628,-235.639,-1.02478,209.479,0.032768,-0.543692
412.55,8251,155.351,-235.77,-1.02468,209.657,0.033596,-0.581147
412.65,8253,155.073,-235.901,-1.02458,209.834,0.0343717,-0.617784
412.75,8255,154.796,-236.034,-1.02448,210.009,0.0350871,-0.653278
412.85,8257,154.518,-236.168,-1.02439,210.182,0.0357351,-0.687309
412.95,8259,154.241,-236.302,-1.02429,210.354,0.0363095,-0.719593
413.05,8261,153.965,-236.438,-1.0242,210.524,0.0368048,-0.749838
413.15,8263,153.688,-236.574,-1.02411,210.692,0.0372167,-0.777802
413.25,8265,153.411,-236.711,-1.02403,210.859,0.0375413,-0.803281
413.35,8267,153.135,-236.849,-1.02396,211.023,0.0377763,-0.826077
413.45,8269,152.859,-236.988,-1.02389,211.186,0.0379203,-0.845962
413.55,8271,152.583,-237.128,-1.02383,211.348,0.0379725,-0.862849
413.65,8273,152.307,-237.269,-1.02378,211.507,0.0379333,-0.876597
413.75,8275,152.032,-237.411,-1.02374,211.665,0.0378036,-0.887199
413.85,8277,151.756,-237.553,-1.02372,211.82,0.0375862,-0.894541
413.95,8279,151.481,-237.696,-1.0237,211.974,0.0372835,-0.898676
414.05,8281,151.206,-237.841,-1.02369,212.126,0.0369002,-0.899545
414.15,8283,150.931,-237.986,-1.0237,212.276,0.0364407,-0.897219
414.25,8285,150.657,-238.131,-1.02371,212.424,0.03591,-0.891823
414.35,8287,150.382,-238.278,-1.02373,212.57,0.0353145,-0.883426
414.45,8289,150.108,-238.426,-1.02377,212.715,0.0346606,-0.872192
414.55,8291,149.834,-238.574,-1.02381,212.857,0.0339553,-0.858276
414.65,8293,149.56,-238.723,-1.02387,212.997,0.0332059,-0.841903
414.75,8295,149.287,-238.873,-1.02393,213.136,0.0324204,-0.823253
414.85,8297,149.013,-239.024,-1.024,213.272,0.0316067,-0.802559
414.95,8299,148.74,-239.176,-1.02407,213.407,0.0307729,-0.780096
415.05,8301,148.467,-239.328,-1.02416,213.539,0.0299269,-0.756122
415.15,8303,148.194,-239.482,-1.02424,213.67,0.0290771,-0.730914
415.25,8305,147.922,-239.636,-1.02433,213.798,0.0282311,-0.704758
415.35,8307,147.649,-239.791,-1.02442,213.925,0.0273968,-0.677949
415.45,8309,147.377,-239.946,-1.02452,214.05,0.0265814,-0.650788
415.55,8311,147.105,-240.103,-1.02461,214.172,0.025792,-0.623553
415.65,8313,146.833,-240.26,-1.02471,214.293,0.0250351,-0.596528
415.75,8315,146.562,-240.418,-1.0248,214.412,0.0243164,-0.570016
415.85,8317,146.29,-240.576,-1.02489,214.529,0.0236414,-0.544291
415.95,8319,146.019,-240.736,-1.02498,214.644,0.0230149,-0.519608
