time, stepNumber, cgShipMotion.ned.north [REAL OUTPUT], cgShipMotion.ned.east [REAL OUTPUT], cgShipMotion.ned.down [REAL OUTPUT], cgShipMotion.angularDisplacement.yaw [REAL OUTPUT], cgShipMotion.angularDisplacement.pitch [REAL OUTPUT], cgShipMotion.angularDisplacement.roll [REAL OUTPUT], cgShipMotion.linearVelocity.surge [REAL OUTPUT], cgShipMotion.linearVelocity.sway [REAL OUTPUT], cgShipMotion.angularVelocity.yaw [REAL OUTPUT]
22.00000000, 22, 10.45752344250618, 0.0, -1.0245513801417256, 360.0, 0.017572337981984213, 0.0, 0.9215880046121214, 0.0, 0.0
23.00000000, 23, 11.396280238225241, -0.0013411718791588281, -1.0245244206133144, 0.042636797985747044, 0.0168180219605249, 0.027299579096452618, 0.9542530520399704, -0.0031806717176609293, 0.0701311474985856
24.00000000, 24, 12.367148833381659, -0.005081314930034632, -1.0244951462016276, 0.14796505808363877, 0.016001112466669066, 0.09249649379379965, 0.9858497107213336, -0.007015639059644427, 0.13619633689374921
25.00000000, 25, 13.369273904740988, -0.009998225040676599, -1.024499735764135, 0.31203469596658273, 0.01566923045106576, 0.13030949904215677, 1.016759321067285, -0.010438478244784255, 0.19096795822063795
26.00000000, 26, 14.402006972284566, -0.014800939272880256, -1.0245093086615873, 0.5270949161523234, 0.015611810040074104, 0.08978233126548098, 1.0470278846448684, -0.013855264474736175, 0.23782546393361834
27.00000000, 27, 15.464721500784147, -0.018416417472823476, -1.0244851872756797, 0.7850284989646199, 0.015570632583996684, -8.15084636653505E-5, 1.0766586063292898, -0.017233219583855115, 0.27688917192942547
28.00000000, 28, 16.556789534386315, -0.01979454219980596, -1.0244496690337723, 1.0781895759804208, 0.015483139134323974, -0.06153484521819004, 1.105656328395203, -0.020541366591294904, 0.3083705433760467
29.00000000, 29, 17.67757741255204, -0.01798501413105263, -1.0244414272857802, 1.3988336298716924, 0.015175479289114144, -0.04625075467942365, 1.1340194643965573, -0.02378086419172516, 0.3319096577977977
30.00000000, 30, 18.826433535182375, -0.012120057518519661, -1.0244585382745581, 1.7389263808274382, 0.014595756607265437, 0.019171063254901845, 1.1617322951656956, -0.02687440908387511, 0.34749078369373404
31.00000000, 31, 20.002615674647696, -0.001374567227076432, -1.0244684551922123, 2.091028235304446, 0.014011172690291673, 0.06227549897592806, 1.1886575840068676, -0.029723527378834002, 0.3563711616287525
32.00000000, 32, 21.20531761308839, 0.014999343862008203, -1.0244491332815977, 2.449794507982694, 0.01376268267816286, 0.036727768118159185, 1.2148168397632642, -0.032329203601740415, 0.3611997054437703
33.00000000, 33, 22.43375778253536, 0.03760640588787953, -1.024408643720114, 2.812492934115286, 0.013817484158044298, -0.03433586349850174, 1.2402484547010264, -0.03478832827786772, 0.36434243118167065
34.00000000, 34, 23.687186523187727, 0.06689923365388087, -1.0243736702547408, 3.1778847277754196, 0.013764097562711226, -0.08417899178491861, 1.264981471935716, -0.03719599923648032, 0.36646261933554214
35.00000000, 35, 24.9648776006461, 0.10324253355139126, -1.0243686996549515, 3.5445632786877206, 0.013336115181665768, -0.06916327459736472, 1.2890373923467278, -0.0395587860345374, 0.3667803868733357
36.00000000, 36, 26.266120229378124, 0.14698997106390307, -1.024392815921109, 3.9102740642342346, 0.012692756102326074, -0.009821021323365996, 1.312435935087784, -0.04180263095737113, 0.36458121336856597
37.00000000, 37, 27.590217279289778, 0.19850872514241755, -1.024414283852418, 4.272711740104082, 0.012200644759956268, 0.03206617457929905, 1.3351990818233281, -0.04385670765539715, 0.3604576027251398
38.00000000, 38, 28.93648947813692, 0.258144217718891, -1.0244005263609834, 4.630796729131262, 0.012058411195221441, 0.01502037496426276, 1.3573501178013458, -0.04572702939922291, 0.3560651857976429
39.00000000, 39, 30.30427983158086, 0.3261736324602508, -1.0243550322108503, 4.985029580674052, 0.012127736011276266, -0.04330094339161499, 1.3789096241261287, -0.047489732391456374, 0.3527409581743448
40.00000000, 40, 31.69295246976599, 0.4028009908164711, -1.024315681783019, 5.336537382864753, 0.012087970510764741, -0.0862561713208005, 1.3998928985839245, -0.04921628889035485, 0.35042927414983277
41.00000000, 41, 33.10188575897934, 0.4882001350565826, -1.024314733899053, 5.68574398433713, 0.011747605310585189, -0.0748550688507296, 1.4203114180663166, -0.05090863884388373, 0.3479706274917193
